fecha,id_cliente,producto,categoria,ciudad,unidades,precio_unitario,descuento,canal,ventas
2025-10-06,14093,Audifonos BT,Tecnologia,Medellin,3,229300.0,0.0,Tienda,687900.0
2025-10-21,19150,Tenis urbanos,Moda,Cali,4,66200.0,0.0,Tienda,251560.0
2025-02-21,19451,Jean slim,Moda,Bogota,3,85100.0,0.05,En linea,242535.0
2025-02-23,14292,Mancuernas 5kg,Deportes,Medellin,3,37300.0,0.0,En linea,111900.0
2025-11-24,18464,Jean slim,Moda,Medellin,1,104300.0,0.0,En linea,104300.0
2025-09-28,10556,Lampara LED,Hogar,Medellin,3,72200.0,0.05,Tienda,205770.0
2025-05-12,19140,Tapete yoga,Deportes,Medellin,1,41600.0,0.1,En linea,37440.0
2025-10-29,11489,Bicicleta estatica,Deportes,Bogota,3,47700.0,0.1,Tienda,128790.0
2025-03-08,15727,Teclado mecanico,Tecnologia,Medellin,3,344400.0,0.15,Tienda,878220.0
2025-05-19,15223,Bolso cuero,Moda,Barranquilla,3,43800.0,0.0,En linea,131400.0
2025-08-05,14145,Bolso cuero,Moda,Cali,4,33200.0,0.1,Tienda,119520.0
2025-06-07,18448,Tapete yoga,Deportes,Bogota,1,53700.0,0.1,Tienda,48330.0
2025-05-10,19524,Tapete yoga,Deportes,Medellin,1,50900.0,0.0,En linea,50900.0
2025-07-11,13297,Chaqueta impermeable,Moda,Cali,4,35300.0,0.15,En linea,120020.0
2025-04-29,16878,Audifonos BT,Tecnologia,Barranquilla,1,826300.0,0.15,Tienda,702355.0
2025-01-07,16663,Jean slim,Moda,Cali,3,20200.0,0.15,Tienda,51510.0
2025-01-17,14840,Lampara LED,Hogar,Bogota,4,54200.0,0.05,En linea,205960.0
2025-10-20,13978,Set de sabanas,Hogar,Barranquilla,1,125000.0,0.0,Tienda,125000.0
2025-09-13,19571,Mancuernas 5kg,Deportes,Barranquilla,2,81000.0,0.05,En linea,153900.0
2025-04-14,16747,Tablet 10,Tecnologia,Medellin,3,159800.0,0.0,Tienda,479400.0
2025-02-15,15031,Jean slim,Moda,Barranquilla,2,75600.0,0.0,Tienda,151200.0
2025-05-05,13104,Licuadora,Hogar,Medellin,3,61900.0,0.05,Tienda,176415.0
2025-05-16,15946,Set de sabanas,Hogar,Barranquilla,4,108600.0,0.15,En linea,369240.0
2025-04-02,14321,Guantes gym,Deportes,Cali,1,34800.0,0.05,Tienda,33060.0
2025-07-06,15787,Tenis urbanos,Moda,Medellin,4,30700.0,0.3,Tienda,85960.0
2025-02-10,15231,Portatil 14,Tecnologia,Barranquilla,1,573200.0,0.05,Tienda,544540.0
2025-10-06,11546,Chaqueta impermeable,Moda,Medellin,2,98800.0,0.1,Tienda,177840.0
2025-04-28,12465,Juego de ollas,Hogar,Barranquilla,3,138400.0,0.1,En linea,373680.0
2025-08-25,14603,Mancuernas 5kg,Deportes,Cali,2,21100.0,0.0,Tienda,37980.0
2025-08-24,18849,Jean slim,Moda,Medellin,1,41500.0,0.0,Tienda,41500.0
2025-04-02,17595,Tenis urbanos,Moda,Medellin,4,62300.0,0.05,Tienda,236740.0
2025-06-08,11934,Tapete yoga,Deportes,Bogota,2,96400.0,0.0,Tienda,192800.0
2025-08-16,10357,Tenis urbanos,Moda,Medellin,1,102300.0,0.15,En linea,86955.0
2025-06-18,10771,Audifonos BT,Tecnologia,Bogota,3,827300.0,0.05,En linea,2357805.0
2025-12-05,12622,Juego de ollas,Hogar,Bogota,5,29700.0,0.05,Tienda,141075.0
2025-08-28,16181,Balon futbol,Deportes,Bogota,3,56900.0,0.0,En linea,170700.0
2025-02-20,11535,Chaqueta impermeable,Moda,Cali,4,123300.0,0.0,Tienda,493200.0
2025-04-29,14604,Aspiradora,Hogar,Bogota,4,275700.0,0.0,En linea,1102800.0
2025-11-12,13908,Set de sabanas,Hogar,Medellin,2,50400.0,0.0,Tienda,100800.0
2025-03-02,16192,Camiseta basica,Moda,Barranquilla,3,35300.0,0.15,En linea,90015.0
2025-01-16,10873,Balon futbol,Deportes,Bogota,1,101100.0,0.0,En linea,80880.0
2025-03-17,14464,Chaqueta impermeable,Moda,Bogota,2,33300.0,0.0,Tienda,66600.0
2025-05-10,16660,Tapete yoga,Deportes,Bogota,3,41500.0,0.2,Tienda,99600.0
2025-12-25,14391,Portatil 14,Tecnologia,Barranquilla,2,417100.0,0.15,En linea,709070.0
2025-08-28,11317,Aspiradora,Hogar,Barranquilla,4,49500.0,0.05,Tienda,188100.0
2025-07-11,19975,Tablet 10,Tecnologia,Medellin,2,277300.0,0.0,Tienda,554600.0
2025-03-28,13138,Lampara LED,Hogar,Barranquilla,3,52700.0,0.05,Tienda,150195.0
2025-06-22,14792,Camiseta basica,Moda,Medellin,1,71300.0,0.0,En linea,71300.0
2025-12-02,16254,Set de sabanas,Hogar,Bogota,3,194200.0,0.05,En linea,553470.0
2025-06-01,18692,Lampara LED,Hogar,Medellin,3,18300.0,0.15,Tienda,46665.0
2025-08-28,12092,Aspiradora,Hogar,Barranquilla,4,96800.0,0.0,En linea,387200.0
2025-03-23,15536,Bicicleta estatica,Deportes,Cali,4,89100.0,0.1,Tienda,320760.0
2025-03-08,13449,Mancuernas 5kg,Deportes,Medellin,4,49300.0,0.05,Tienda,187340.0
2025-02-04,10171,Lampara LED,Hogar,Barranquilla,3,213600.0,0.05,En linea,608760.0
2025-03-15,10155,Camiseta basica,Moda,Cali,1,127100.0,0.0,Tienda,127100.0
2025-01-10,16452,Portatil 14,Tecnologia,Medellin,1,225400.0,0.2,En linea,180320.0
2025-06-20,19914,Teclado mecanico,Tecnologia,Bogota,3,686200.0,0.0,Tienda,2058600.0
2025-07-13,10596,Camiseta basica,Moda,Bogota,1,125900.0,0.05,En linea,119605.0
2025-06-21,14679,Juego de ollas,Hogar,Bogota,2,64400.0,0.05,En linea,122360.0
2025-03-08,12401,Lampara LED,Hogar,Medellin,1,84000.0,0.05,Tienda,79800.0
2025-02-15,13843,Licuadora,Hogar,Bogota,1,53500.0,0.0,Tienda,53500.0
2025-06-20,10871,Aspiradora,Hogar,Bogota,4,185400.0,0.0,Tienda,741600.0
2025-04-20,10796,Mancuernas 5kg,Deportes,Cali,1,57000.0,0.1,En linea,51300.0
2025-06-02,19646,Set de sabanas,Hogar,Barranquilla,3,57100.0,0.05,Tienda,162735.0
2025-06-29,12270,Bolso cuero,Moda,Cali,1,107200.0,0.0,En linea,107200.0
2025-04-13,13918,Monitor 24,Tecnologia,Bogota,1,485700.0,0.2,Tienda,388560.0
2025-01-15,18050,Chaqueta impermeable,Moda,Bogota,2,46100.0,0.05,En linea,87590.0
2025-12-09,18943,Monitor 24,Tecnologia,Medellin,2,206800.0,0.0,En linea,413600.0
2025-04-08,17201,Balon futbol,Deportes,Medellin,1,45000.0,0.0,En linea,45000.0
2025-04-03,12706,Camiseta basica,Moda,Cali,3,48200.0,0.0,Tienda,144600.0
2025-04-20,13807,Aspiradora,Hogar,Medellin,3,78400.0,0.0,Tienda,235200.0
2025-06-07,12293,Bolso cuero,Moda,Bogota,1,38600.0,0.3,En linea,27020.0
2025-10-27,15627,Set de sabanas,Hogar,Bogota,3,92200.0,0.0,Tienda,276600.0
2025-03-10,16067,Balon futbol,Deportes,Cali,2,37300.0,0.05,Tienda,70870.0
2025-03-02,19436,Juego de ollas,Hogar,Cali,3,52800.0,0.0,En linea,158400.0
2025-06-05,14839,Jean slim,Moda,Bogota,4,38100.0,0.0,Tienda,152400.0
2025-05-24,11805,Camiseta basica,Moda,Barranquilla,4,28000.0,0.0,Tienda,112000.0
2025-01-12,19588,Lampara LED,Hogar,Cali,1,38300.0,0.0,Tienda,38300.0
2025-02-27,11619,Jean slim,Moda,Barranquilla,3,54100.0,0.0,Tienda,162300.0
2025-05-29,16023,Monitor 24,Tecnologia,Medellin,3,401900.0,0.1,En linea,1085130.0
2025-09-17,11232,Jean slim,Moda,Cali,2,46900.0,0.15,Tienda,79730.0
2025-09-07,10531,Bolso cuero,Moda,Bogota,3,57300.0,0.2,En linea,137520.0
2025-07-05,19616,Tenis urbanos,Moda,Cali,3,73700.0,0.0,Tienda,221100.0
2025-06-29,13629,Bicicleta estatica,Deportes,Bogota,4,36600.0,0.0,Tienda,146400.0
2025-07-17,10128,Camiseta basica,Moda,Medellin,3,134200.0,0.15,Tienda,342210.0
2025-02-09,13562,Licuadora,Hogar,Cali,2,49400.0,0.1,Tienda,88920.0
2025-06-10,14890,Lampara LED,Hogar,Bogota,5,93700.0,0.0,Tienda,468500.0
2025-10-29,11648,Aspiradora,Hogar,Bogota,2,125000.0,0.15,Tienda,212500.0
2025-06-05,12465,Jean slim,Moda,Medellin,3,56300.0,0.0,Tienda,168900.0
2025-05-15,10830,Audifonos BT,Tecnologia,Bogota,2,321400.0,0.0,En linea,642800.0
2025-03-20,17122,Portatil 14,Tecnologia,Medellin,3,359400.0,0.3,Tienda,754740.0
2025-06-05,11825,Juego de ollas,Hogar,Medellin,5,102000.0,0.1,Tienda,459000.0
2025-01-07,18434,Chaqueta impermeable,Moda,Medellin,3,38300.0,0.0,En linea,114900.0
2025-09-16,18617,Chaqueta impermeable,Moda,Barranquilla,2,98100.0,0.0,En linea,196200.0
2025-02-01,13022,Jean slim,Moda,Bogota,2,90900.0,0.05,Tienda,172710.0
2025-05-18,16067,Licuadora,Hogar,Bogota,1,268400.0,0.1,En linea,241560.0
2025-10-26,16348,Bicicleta estatica,Deportes,Medellin,4,112700.0,0.0,Tienda,450800.0
2025-02-07,16787,Licuadora,Hogar,Bogota,4,74100.0,0.0,Tienda,296400.0
2025-03-17,11656,Licuadora,Hogar,Bogota,3,83100.0,0.05,Tienda,236835.0
2025-09-08,19134,Monitor 24,Tecnologia,Cali,1,348200.0,0.05,Tienda,330790.0
2025-07-08,17845,Jean slim,Moda,Bogota,4,128300.0,0.0,Tienda,513200.0
2025-07-15,15607,Jean slim,Moda,Medellin,3,134300.0,0.0,En linea,402900.0
2025-12-23,16582,Bolso cuero,Moda,Barranquilla,3,119000.0,0.15,Tienda,303450.0
2025-04-02,18640,Tenis urbanos,Moda,Medellin,4,128600.0,0.1,En linea,462960.0
2025-04-24,11427,Juego de ollas,Hogar,Bogota,3,32700.0,0.0,Tienda,98100.0
2025-06-23,11206,Balon futbol,Deportes,Medellin,3,31800.0,0.05,En linea,90630.0
2025-07-09,11127,Jean slim,Moda,Cali,3,84400.0,0.05,Tienda,240540.0
2025-11-29,10548,Licuadora,Hogar,Bogota,2,105400.0,0.2,Tienda,168640.0
2025-08-30,14895,Balon futbol,Deportes,Bogota,3,42400.0,0.05,En linea,120840.0
2025-07-09,10472,Teclado mecanico,Tecnologia,Barranquilla,1,437900.0,0.0,Tienda,437900.0
2025-08-05,19958,Jean slim,Moda,Bogota,3,42400.0,0.0,En linea,127200.0
2025-01-11,10154,Portatil 14,Tecnologia,Bogota,3,981500.0,0.15,En linea,2502825.0
2025-03-03,13282,Aspiradora,Hogar,Barranquilla,2,28400.0,0.2,Tienda,45440.0
2025-02-23,16990,Chaqueta impermeable,Moda,Cali,4,86800.0,0.0,Tienda,347200.0
2025-09-24,18910,Lampara LED,Hogar,Medellin,1,74100.0,0.05,Tienda,70395.0
2025-07-12,15337,Aspiradora,Hogar,Bogota,4,57900.0,0.0,En linea,231600.0
2025-08-31,19650,Camiseta basica,Moda,Bogota,2,151500.0,0.2,Tienda,242400.0
2025-10-03,18509,Monitor 24,Tecnologia,Bogota,1,286800.0,0.0,Tienda,286800.0
2025-09-06,17627,Chaqueta impermeable,Moda,Bogota,3,154500.0,0.0,Tienda,463500.0
2025-08-12,18811,Licuadora,Hogar,Barranquilla,4,88900.0,0.0,En linea,355600.0
2025-06-24,13466,Teclado mecanico,Tecnologia,Barranquilla,1,582500.0,0.3,En linea,407750.0
2025-10-27,11024,Camiseta basica,Moda,Medellin,3,102600.0,0.05,Tienda,292410.0
2025-02-06,17674,Bicicleta estatica,Deportes,Barranquilla,3,81100.0,0.0,Tienda,243300.0
2025-10-30,15227,Lampara LED,Hogar,Bogota,1,77400.0,0.05,Tienda,73530.0
2025-05-11,10838,Set de sabanas,Hogar,Barranquilla,4,46500.0,0.15,Tienda,158100.0
2025-11-29,16456,Lampara LED,Hogar,Cali,3,105100.0,0.1,En linea,283770.0
2025-11-15,11645,Lampara LED,Hogar,Medellin,3,85600.0,0.1,Tienda,231120.0
2025-05-31,18372,Set de sabanas,Hogar,Bogota,3,49100.0,0.0,Tienda,147300.0
2025-04-19,17087,Teclado mecanico,Tecnologia,Bogota,2,337700.0,0.0,En linea,675400.0
2025-01-10,16966,Guantes gym,Deportes,Barranquilla,4,64300.0,0.05,Tienda,244340.0
2025-07-09,18095,Tapete yoga,Deportes,Barranquilla,3,63200.0,0.0,Tienda,189600.0
2025-07-11,13492,Camiseta basica,Moda,Bogota,1,41900.0,0.0,Tienda,41900.0
2025-07-04,13817,Chaqueta impermeable,Moda,Barranquilla,2,99100.0,0.1,Tienda,178380.0
2025-06-14,13676,Camiseta basica,Moda,Medellin,1,81000.0,0.15,Tienda,68850.0
2025-01-07,18138,Monitor 24,Tecnologia,Bogota,3,346200.0,0.1,Tienda,934740.0
2025-12-15,10800,Portatil 14,Tecnologia,Medellin,3,417800.0,0.0,En linea,1253400.0
2025-03-13,11262,Guantes gym,Deportes,Barranquilla,2,34700.0,0.0,Tienda,69400.0
2025-10-16,10733,Monitor 24,Tecnologia,Cali,2,284000.0,0.1,Tienda,511200.0
2025-07-16,18790,Bolso cuero,Moda,Bogota,2,54400.0,0.15,Tienda,92480.0
2025-02-16,19951,Lampara LED,Hogar,Cali,3,80400.0,0.0,Tienda,241200.0
2025-07-04,14676,Licuadora,Hogar,Cali,2,36200.0,0.15,Tienda,61540.0
2025-12-14,12763,Tablet 10,Tecnologia,Bogota,2,446500.0,0.2,En linea,714400.0
2025-01-22,12108,Aspiradora,Hogar,Bogota,5,39100.0,0.15,Tienda,166175.0
2025-05-13,11185,Set de sabanas,Hogar,Cali,2,31800.0,0.0,En linea,63600.0
2025-09-14,10830,Camiseta basica,Moda,Barranquilla,2,49400.0,0.0,Tienda,98800.0
2025-05-02,13991,Camiseta basica,Moda,Cali,1,51600.0,0.2,En linea,41280.0
2025-05-11,12073,Chaqueta impermeable,Moda,Barranquilla,4,250300.0,0.15,En linea,851020.0
2025-10-04,14654,Balon futbol,Deportes,Cali,4,62400.0,0.1,Tienda,224640.0
2025-08-16,15880,Set de sabanas,Hogar,Medellin,3,124600.0,0.0,En linea,373800.0
2025-01-12,11232,Tenis urbanos,Moda,Cali,1,61400.0,0.15,Tienda,52190.0
2025-02-26,14837,Bicicleta estatica,Deportes,Medellin,2,27100.0,0.2,Tienda,43360.0
2025-08-02,14660,Tapete yoga,Deportes,Bogota,1,23400.0,0.0,Tienda,23400.0
2025-11-08,19953,Jean slim,Moda,Medellin,1,24800.0,0.0,Tienda,24800.0
2025-02-17,12181,Tapete yoga,Deportes,Medellin,1,46500.0,0.1,Tienda,41850.0
2025-08-05,15445,Camiseta basica,Moda,Bogota,4,101500.0,0.15,Tienda,345100.0
2025-10-30,13988,Camiseta basica,Moda,Medellin,3,38600.0,0.0,En linea,115800.0
2025-11-09,10268,Juego de ollas,Hogar,Bogota,4,196100.0,0.0,Tienda,784400.0
2025-04-17,14304,Lampara LED,Hogar,Bogota,2,153000.0,0.05,Tienda,290700.0
2025-06-29,16372,Juego de ollas,Hogar,Cali,5,30700.0,0.0,Tienda,153500.0
2025-03-21,10794,Camiseta basica,Moda,Barranquilla,3,22900.0,0.0,En linea,68700.0
2025-04-11,17078,Guantes gym,Deportes,Medellin,4,36100.0,0.0,En linea,144400.0
2025-06-14,13993,Guantes gym,Deportes,Bogota,4,68400.0,0.2,Tienda,218880.0
2025-10-03,18424,Licuadora,Hogar,Barranquilla,4,59000.0,0.0,Tienda,236000.0
2025-07-25,15851,Chaqueta impermeable,Moda,Bogota,2,76000.0,0.0,Tienda,152000.0
2025-06-14,17033,Audifonos BT,Tecnologia,Medellin,1,588300.0,0.0,En linea,588300.0
2025-09-14,12831,Lampara LED,Hogar,Medellin,3,55800.0,0.05,En linea,159030.0
2025-09-17,16501,Licuadora,Hogar,Barranquilla,3,129500.0,0.3,Tienda,271950.0
2025-01-28,11670,Tapete yoga,Deportes,Barranquilla,2,24800.0,0.05,En linea,47120.0
2025-02-10,13910,Guantes gym,Deportes,Cali,4,43300.0,0.0,En linea,173200.0
2025-12-20,14723,Tapete yoga,Deportes,Cali,3,44200.0,0.0,En linea,132600.0
2025-12-27,11269,Portatil 14,Tecnologia,Medellin,3,317300.0,0.0,Tienda,951900.0
2025-03-11,13184,Tablet 10,Tecnologia,Cali,2,252800.0,0.0,En linea,505600.0
2025-10-30,15432,Mancuernas 5kg,Deportes,Medellin,2,41400.0,0.1,Tienda,74520.0
2025-01-13,12783,Set de sabanas,Hogar,Barranquilla,2,129500.0,0.05,Tienda,246050.0
2025-11-19,10822,Mancuernas 5kg,Deportes,Cali,1,65700.0,0.15,Tienda,55845.0
2025-05-04,16862,Chaqueta impermeable,Moda,Cali,1,289400.0,0.3,En linea,202580.0
2025-03-09,15394,Lampara LED,Hogar,Medellin,5,65600.0,0.05,Tienda,311600.0
2025-10-09,10605,Bicicleta estatica,Deportes,Cali,2,39700.0,0.2,Tienda,63520.0
2025-07-16,13747,Set de sabanas,Hogar,Bogota,2,82900.0,0.15,Tienda,140930.0
2025-05-16,14606,Balon futbol,Deportes,Bogota,2,34400.0,0.2,En linea,55040.0
2025-07-14,16885,Bicicleta estatica,Deportes,Barranquilla,4,118500.0,0.0,Tienda,474000.0
2025-01-05,18198,Tenis urbanos,Moda,Medellin,2,71600.0,0.0,Tienda,143200.0
2025-06-26,17550,Tapete yoga,Deportes,Bogota,1,34500.0,0.3,En linea,24150.0
2025-01-28,17254,Jean slim,Moda,Medellin,3,84300.0,0.0,Tienda,252900.0
2025-04-30,10458,Camiseta basica,Moda,Cali,1,33000.0,0.0,En linea,33000.0
2025-12-18,19763,Aspiradora,Hogar,Medellin,3,74700.0,0.05,Tienda,212895.0
2025-08-22,12884,Tenis urbanos,Moda,Medellin,1,21900.0,0.0,Tienda,21900.0
2025-09-01,13546,Juego de ollas,Hogar,Bogota,4,86200.0,0.1,Tienda,310320.0
2025-05-29,18887,Tapete yoga,Deportes,Cali,4,82500.0,0.0,En linea,330000.0
2025-07-22,11753,Portatil 14,Tecnologia,Medellin,2,348700.0,0.1,Tienda,627660.0
2025-07-06,19042,Camiseta basica,Moda,Barranquilla,3,64200.0,0.15,En linea,163710.0
2025-02-19,16997,Licuadora,Hogar,Cali,3,70500.0,0.2,En linea,169200.0
2025-01-26,13204,Camiseta basica,Moda,Cali,1,96300.0,0.0,En linea,96300.0
2025-06-30,18642,Jean slim,Moda,Bogota,2,22000.0,0.1,En linea,39600.0
2025-03-23,18841,Portatil 14,Tecnologia,Cali,1,360100.0,0.1,Tienda,324090.0
2025-08-20,11396,Tenis urbanos,Moda,Cali,2,44300.0,0.1,Tienda,79740.0
2025-04-13,11754,Tablet 10,Tecnologia,Cali,2,251800.0,0.2,Tienda,402880.0
2025-11-29,11060,Chaqueta impermeable,Moda,Bogota,3,79400.0,0.0,En linea,238200.0
2025-01-20,17471,Teclado mecanico,Tecnologia,Barranquilla,1,669700.0,0.1,Tienda,602730.0
2025-09-25,11411,Chaqueta impermeable,Moda,Medellin,3,61100.0,0.0,En linea,183300.0
2025-03-02,13553,Camiseta basica,Moda,Barranquilla,2,58200.0,0.0,En linea,116400.0
2025-07-11,13494,Licuadora,Hogar,Medellin,1,104400.0,0.0,En linea,104400.0
2025-07-05,18098,Set de sabanas,Hogar,Bogota,1,117300.0,0.1,Tienda,105570.0
2025-07-18,12881,Portatil 14,Tecnologia,Cali,3,390900.0,0.15,En linea,996795.0
2025-03-03,16292,Aspiradora,Hogar,Cali,4,42700.0,0.05,En linea,162260.0
2025-05-04,15260,Aspiradora,Hogar,Medellin,5,129700.0,0.0,Tienda,648500.0
2025-01-20,13824,Juego de ollas,Hogar,Medellin,4,47000.0,0.1,En linea,169200.0
2025-09-04,10861,Bolso cuero,Moda,Bogota,3,46700.0,0.3,En linea,98070.0
2025-07-30,19737,Licuadora,Hogar,Barranquilla,4,53500.0,0.05,Tienda,203300.0
2025-04-18,10708,Chaqueta impermeable,Moda,Barranquilla,4,45000.0,0.0,En linea,180000.0
2025-11-04,12579,Tenis urbanos,Moda,Cali,2,79200.0,0.0,Tienda,158400.0
2025-12-03,18799,Bolso cuero,Moda,Barranquilla,2,114800.0,0.0,Tienda,229600.0
2025-08-30,10090,Camiseta basica,Moda,Medellin,1,40800.0,0.15,Tienda,34680.0
2025-04-30,14291,Bolso cuero,Moda,Bogota,2,44800.0,0.15,En linea,76160.0
2025-11-05,18088,Tenis urbanos,Moda,Medellin,3,57300.0,0.0,Tienda,171900.0
2025-07-03,10678,Bicicleta estatica,Deportes,Cali,2,98400.0,0.05,Tienda,186960.0
2025-09-16,19223,Chaqueta impermeable,Moda,Cali,2,28700.0,0.15,Tienda,48790.0
2025-03-19,17254,Juego de ollas,Hogar,Barranquilla,2,137600.0,0.0,Tienda,275200.0
2025-10-19,10220,Mancuernas 5kg,Deportes,Barranquilla,1,81300.0,0.1,Tienda,73170.0
2025-02-12,17186,Jean slim,Moda,Barranquilla,3,118600.0,0.05,En linea,338010.0
2025-01-26,11439,Tenis urbanos,Moda,Medellin,1,57600.0,0.15,Tienda,48960.0
2025-01-25,16569,Balon futbol,Deportes,Medellin,2,69900.0,0.0,En linea,139800.0
2025-01-23,17368,Chaqueta impermeable,Moda,Bogota,4,63400.0,0.2,Tienda,202880.0
2025-02-27,19280,Bicicleta estatica,Deportes,Bogota,1,31000.0,0.1,En linea,27900.0
2025-07-18,12556,Guantes gym,Deportes,Cali,1,64100.0,0.05,En linea,60895.0
2025-06-22,19492,Monitor 24,Tecnologia,Medellin,1,268600.0,0.0,En linea,268600.0
2025-01-12,16110,Mancuernas 5kg,Deportes,Cali,1,62700.0,0.0,Tienda,62700.0
2025-06-21,19147,Bicicleta estatica,Deportes,Bogota,3,44000.0,0.2,Tienda,105600.0
2025-11-28,16913,Teclado mecanico,Tecnologia,Medellin,1,289400.0,0.3,Tienda,202580.0
2025-08-16,13564,Guantes gym,Deportes,Bogota,3,62600.0,0.05,En linea,178410.0
2025-01-28,11007,Bicicleta estatica,Deportes,Medellin,3,39900.0,0.05,En linea,113715.0
2025-11-23,11641,Chaqueta impermeable,Moda,Barranquilla,1,106500.0,0.0,En linea,106500.0
2025-11-06,14262,Audifonos BT,Tecnologia,Barranquilla,1,192500.0,0.0,Tienda,192500.0
2025-08-08,16569,Licuadora,Hogar,Barranquilla,4,92600.0,0.15,En linea,314840.0
2025-11-20,10643,Juego de ollas,Hogar,Cali,2,32600.0,0.0,En linea,65200.0
2025-07-26,16281,Set de sabanas,Hogar,Bogota,2,37100.0,0.0,Tienda,74200.0
2025-09-16,10436,Guantes gym,Deportes,Medellin,2,53400.0,0.2,Tienda,85440.0
2025-11-11,14791,Tenis urbanos,Moda,Cali,1,69500.0,0.1,Tienda,62550.0
2025-01-01,10677,Portatil 14,Tecnologia,Cali,2,365300.0,0.05,Tienda,694070.0
2025-04-19,17492,Bolso cuero,Moda,Medellin,1,63200.0,0.0,Tienda,63200.0
2025-05-15,12201,Juego de ollas,Hogar,Cali,3,162400.0,0.0,Tienda,487200.0
2025-10-23,10890,Juego de ollas,Hogar,Medellin,2,52400.0,0.0,Tienda,104800.0
2025-10-17,11847,Jean slim,Moda,Cali,3,94000.0,0.15,En linea,239700.0
2025-05-04,19991,Set de sabanas,Hogar,Bogota,2,98400.0,0.0,En linea,196800.0
2025-07-25,17709,Chaqueta impermeable,Moda,Medellin,2,87400.0,0.1,En linea,157320.0
2025-01-11,12046,Licuadora,Hogar,Bogota,2,218400.0,0.05,En linea,414960.0
2025-01-10,18784,Guantes gym,Deportes,Bogota,4,69100.0,0.0,Tienda,276400.0
2025-03-29,10311,Juego de ollas,Hogar,Bogota,3,53500.0,0.15,Tienda,136425.0
2025-10-22,19454,Camiseta basica,Moda,Bogota,1,34100.0,0.05,Tienda,32395.0
2025-02-26,11528,Lampara LED,Hogar,Cali,5,63300.0,0.1,Tienda,284850.0
2025-12-06,19845,Mancuernas 5kg,Deportes,Cali,2,33200.0,0.15,En linea,56440.0
2025-06-26,18336,Lampara LED,Hogar,Medellin,2,247300.0,0.0,En linea,494600.0
2025-12-23,11507,Bicicleta estatica,Deportes,Cali,2,49500.0,0.0,Tienda,94050.0
2025-04-18,17213,Balon futbol,Deportes,Barranquilla,4,67400.0,0.15,Tienda,229160.0
2025-01-19,16730,Licuadora,Hogar,Cali,3,68400.0,0.0,Tienda,205200.0
2025-03-28,16101,Licuadora,Hogar,Barranquilla,5,82700.0,0.2,Tienda,330800.0
2025-03-26,17287,Lampara LED,Hogar,Medellin,5,39400.0,0.1,Tienda,177300.0
2025-03-18,14977,Tenis urbanos,Moda,Bogota,2,94000.0,0.0,En linea,188000.0
2025-12-31,10398,Bicicleta estatica,Deportes,Medellin,2,52000.0,0.05,Tienda,98800.0
2025-09-21,11949,Balon futbol,Deportes,Bogota,3,28000.0,0.1,Tienda,75600.0
2025-05-12,10164,Jean slim,Moda,Bogota,2,62100.0,0.1,Tienda,111780.0
2025-07-01,17364,Set de sabanas,Hogar,Barranquilla,2,48700.0,0.15,Tienda,82790.0
2025-03-10,18800,Bolso cuero,Moda,Barranquilla,4,75500.0,0.05,En linea,286900.0
2025-07-04,14118,Tapete yoga,Deportes,Bogota,1,48600.0,0.0,Tienda,48600.0
2025-06-17,13559,Teclado mecanico,Tecnologia,Bogota,3,554200.0,0.1,En linea,1496340.0
2025-11-11,14709,Bicicleta estatica,Deportes,Medellin,4,29100.0,0.05,Tienda,110580.0
2025-01-04,19259,Chaqueta impermeable,Moda,Medellin,2,77000.0,0.05,Tienda,146300.0
2025-12-21,12764,Tenis urbanos,Moda,Barranquilla,3,88600.0,0.0,Tienda,265800.0
2025-01-18,11998,Guantes gym,Deportes,Medellin,1,38700.0,0.05,Tienda,36765.0
2025-11-04,19713,Lampara LED,Hogar,Bogota,2,108000.0,0.15,Tienda,183600.0
2025-06-27,12848,Mancuernas 5kg,Deportes,Medellin,1,22000.0,0.0,En linea,22000.0
2025-08-15,11785,Tenis urbanos,Moda,Barranquilla,2,60000.0,0.0,En linea,120000.0
2025-09-10,13665,Tablet 10,Tecnologia,Medellin,2,424900.0,0.0,En linea,849800.0
2025-04-25,10531,Jean slim,Moda,Bogota,1,29200.0,0.15,Tienda,24820.0
2025-01-23,14556,Jean slim,Moda,Barranquilla,1,37000.0,0.0,Tienda,37000.0
2025-09-27,11450,Jean slim,Moda,Medellin,3,42100.0,0.1,En linea,113670.0
2025-03-04,17065,Aspiradora,Hogar,Bogota,4,91700.0,0.0,Tienda,366800.0
2025-04-20,11839,Tablet 10,Tecnologia,Barranquilla,2,426700.0,0.3,En linea,597380.0
2025-12-27,10410,Teclado mecanico,Tecnologia,Medellin,1,929800.0,0.0,Tienda,929800.0
2025-02-05,17334,Licuadora,Hogar,Bogota,1,161100.0,0.05,Tienda,153045.0
2025-06-12,10969,Balon futbol,Deportes,Medellin,3,86700.0,0.2,En linea,208080.0
2025-11-16,13771,Jean slim,Moda,Cali,3,40000.0,0.15,En linea,102000.0
2025-09-01,14382,Juego de ollas,Hogar,Medellin,2,63400.0,0.05,En linea,120460.0
2025-02-15,15247,Chaqueta impermeable,Moda,Cali,1,125900.0,0.05,En linea,119605.0
2025-03-31,19232,Bicicleta estatica,Deportes,Barranquilla,4,60800.0,0.15,Tienda,206720.0
2025-10-18,12090,Teclado mecanico,Tecnologia,Medellin,2,318400.0,0.0,En linea,636800.0
